Indicativo;parámetro;enero;febrero;marzo;abril;mayo;junio;julio;agosto;septiembre;octubre;noviembre;diciembre;anual
1024E;Max;88;84;84;87;87;89;90;88;87;88;83;83;82
1024E;Mn;74;74;75;77;79;81;84;83;79;75;76;75;77
1024E;Md;75;74;74;77;78;82;83;83;79;75;76;75;77
1024E;S;5.29;5.21;6.05;5.45;3.80;2.95;3.58;3.19;3.39;5.86;4.20;5.97;1.94
1024E;Cv;0.07;0.07;0.08;0.07;0.05;0.04;0.04;0.04;0.04;0.08;0.06;0.08;0.03
0367;N;26;25;28;28;28;26;25;28;28;26;27;26;22
0367;Min;64;64;58;61;59;53;52;46;60;68;61;68;66
0367;Q1;70;68;68;64;63;60;56;61;67;73;72;73;70
0367;Q2;75;72;70;68;66;63;59;63;70;75;75;76;71
0367;Q3;77;76;72;70;69;66;63;66;71;76;79;77;72
0367;Q4;80;77;75;73;73;72;66;69;74;81;82;80;73
0367;Max;85;82;78;81;82;77;74;73;78;83;86;87;77
0367;Mn;77;75;71;69;68;64;61;65;70;76;78;77;72
0367;Md;75;73;70;69;68;65;61;65;70;76;77;77;72
0367;S;5.25;4.90;4.77;4.78;5.28;6.07;5.24;5.81;4.12;4.09;5.80;4.66;2.44
0367;Cv;0.07;0.07;0.07;0.07;0.08;0.09;0.09;0.09;0.06;0.05;0.08;0.06;0.03
5530E;N;29;28;28;30;30;30;29;30;28;30;30;30;24
5530E;Min;57;55;48;45;39;35;30;36;44;51;61;61;52
5530E;Q1;67;60;55;51;44;39;34;38;48;57;66;72;56
5530E;Q2;70;65;58;56;49;42;37;40;51;62;71;75;57
5530E;Q3;74;67;61;58;52;44;39;43;54;66;73;77;58
5530E;Q4;78;72;63;61;59;48;42;46;56;69;77;79;59
5530E;Max;84;77;68;67;65;56;52;51;61;73;82;85;64
5530E;Mn;71;67;60;57;51;43;38;41;53;66;72;76;57
5530E;Md;72;66;59;57;51;44;38;42;52;64;72;76;58
5530E;S;6.26;6.34;5.03;5.69;6.72;5.61;5.37;4.14;4.40;6.11;5.67;4.91;2.44
5530E;Cv;0.09;0.10;0.08;0.10;0.13;0.13;0.14;0.10;0.08;0.10;0.08;0.06;0.04
5514;N;29;29;29;30;30;30;29;28;30;29;28;28;26
5514;Min;54;57;49;43;39;35;24;33;44;53;59;60;51
5514;Q1;67;63;55;51;45;36;33;36;45;57;64;73;55
5514;Q2;72;66;59;54;48;43;35;39;50;60;71;75;57
5514;Q3;74;70;63;59;53;44;39;41;52;65;73;77;59
5514;Q4;77;72;64;63;57;48;42;45;56;68;76;79;60
5514;Max;84;76;72;69;70;57;54;52;60;75;82;84;63
5514;Mn;73;68;61;57;52;44;37;41;51;61;72;76;58
5514;Md;72;68;60;57;51;43;37;41;51;62;71;75;57
5514;S;5.98;5.61;5.81;6.75;7.64;6.10;5.67;5.01;4.71;5.89;6.03;4.55;2.91
5514;Cv;0.08;0.08;0.10;0.12;0.15;0.14;0.15;0.12;0.09;0.09;0.09;0.06;0.05
3013;N;29;29;28;29;28;29;27;29;28;28;28;29;25
3013;Min;61;53;45;49;49;41;35;39;47;52;57;67;55
3013;Q1;70;59;56;57;54;47;43;42;51;59;70;73;59
3013;Q2;71;66;59;59;56;52;46;48;56;66;72;74;61
